county,precinct,precinctName
"TALBOT","05","TALBOTTON"
"TALBOT","03","JUNCTION CITY"
"TALBOT","08","FLINT HILL"
"MERIWETHER","02","GILL I"
"MERIWETHER","03","GILL II"
"TALBOT","02","VALLEY"
"MERIWETHER","01","CHALYBEATE"
"MERIWETHER","13","RALEIGH"
"MERIWETHER","14","COVE"
"MERIWETHER","10","LOWER 9TH-WOODBURY"
"PIKE","4","MOLENA"
"TROUP","06","HOGANSVILLE"
"MERIWETHER","06","LONE OAK"
"COWETA","09","GRANTVILLE"
"MERIWETHER","05","8TH-GREENVILLE"
"COWETA","02","MORELAND"
"MERIWETHER","07","LUTHERSVILLE"
"THOMAS","102","BOSTON"
"THOMAS","101","BARWICK"
"THOMAS","116","PAVO"
"BROOKS","1402","DIXIE"
"BROOKS","1230","BARWICK"
"BROOKS","659","NANKIN"
"BROOKS","1199","QUITMAN"
"BROOKS","1650","BRIGGS"
"THOMAS","104","COOLIDGE"
"THOMAS","117","PATTEN"
"COLQUITT","0008","BRIDGECREEK"
"COLQUITT","0018","MURPHY"
"COLQUITT","0007","AUTREYVILLE"
"COLQUITT","0002","MOULTRIE"
"BROOKS","1712","PAVO"
"COLQUITT","0014","HOPEWELL"
"COLQUITT","0020","ROBINSON"
"COLQUITT","0015","LEE"
"COLQUITT","0011","FUNSTON"
"COLQUITT","0016","MILLCREEK"
"COLQUITT","0001","SHAW"
"COLQUITT","0017","MONK"
"WORTH","11","MINTON"
"COLQUITT","0019","NORMAN PARK"
"COLQUITT","0009","CROSLAND"
"WORTH","10","SCOOTERVILLE"
"BROOKS","660","MORVEN"
"LOWNDES","001","TRAIN DEPOT"
"COOK","NL","NEW LIFE BAPTIST CHURCH"
"COOK","RB","RIVERBEND"
"COOK","EP","ELM PINE"
"COOK","S","SPARKS"
"COLQUITT","0023","WARRIOR"
"COLQUITT","0022","TYTY"
"TIFT","07","OMEGA"
"TIFT","05","DOCIA"
"TIFT","10","TIFTON SOUTH"
"TIFT","11","MOTT-LITMAN GYM"
"COOK","L","LENOX"
"COOK","M","MASSEE"
"TIFT","06","ELDORADO"
"TIFT","03","BROOKFIELD"
"LOWNDES","019","South Lowndes Recreation Center"
"LOWNDES","016","Paper Mill Union"
"LOWNDES","012","RAINWATER"
"LOWNDES","013","VSU"
"LOWNDES","014","Mt. Calvary Church"
"LOWNDES","015","Mildred Community Center"
"LOWNDES","008","Mathis Auditorium"
"LOWNDES","009","Jaycee Community Center"
"PIERCE","4C","ALABAHA"
"PIERCE","4A","PATTERSON"
"PIERCE","3B","OTTER CREEK"
"CHARLTON","5W","WINOKUR"
"CAMDEN","01","TARBORO"
"BRANTLEY","2","NAHUNTA"
"BRANTLEY","3","WAYNESVILLE"
"WORTH","15","ISABELLA"
"WORTH","3","POULAN"
"WORTH","7","DOLES"
"WORTH","2","SYLVESTER EAST"
"WORTH","4","SUMNER"
"TIFT","08","TY TY"
"TURNER","2","SYCAMORE"
"TURNER","1","ASHBURN"
"CRISP","JAMES","JAMESTOWN"
"CRISP","CORDE","CORDELE"
"CRISP","ARABI","ARABI"
"CRISP","LISTO","LISTONIA"
"TIFT","04","CHULA"
"TIFT","09","TIFTON NW"
"TIFT","01","TIFTON NE"
"TIFT","12","TIFTON LODGE"
"TIFT","02","BRIGHTON"
"IRWIN","0901","IRWINVILLE"
"TURNER","3","REBECCA"
"WILCOX","3A","PITTS #3"
"WILCOX","4A","ROCHELLE SOUTH #4"
"DOOLY","7","VIENNA"
"DOOLY","8","PINEHURST"
"DOOLY","5","UNADILLA"
"HOUSTON","HEFS","HEFS"
"PEACH","F3","FORT VALLEY #3"
"HOUSTON","HAFS","HAFS"
"HOUSTON","ROZR","ROZR"
"WILCOX","1A","ROCHELLE NORTH #1"
"WILCOX","2B","PINEVIEW #2"
"PULASKI","ANNEX","ANNEX"
"HOUSTON","VHS","VHS"
"IRWIN","1529","OCILLA"
"IRWIN","1753","HOLT"
"WILCOX","5A","ABBEVILLE SOUTH #5"
"BEN HILL","1","EAST"
"COFFEE","2","AMBROSE"
"SEMINOLE","2","PRECINCT 2"
"EARLY","CS","CEDAR SPRINGS"
"EARLY","U","URQUHART"
"SEMINOLE","1","PRECINCT 1"
"SEMINOLE","5","PRECINCT 5"
"DECATUR","1325","RECOVERY"
"DECATUR","1342","KENDRICK"
"DECATUR","914","KIRBO CENTER"
"DECATUR","513","BAINBRIDGE-COLISEUM"
"DECATUR","694","ATTAPULGUS"
"DECATUR","1361","CLIMAX"
"SEMINOLE","3","PRECINCT 3"
"SEMINOLE","4","PRECINCT 4"
"DECATUR","1613","BRINSON"
"MILLER","1","COLQUITT-MILLER"
"EARLY","CUBA","CUBA"
"EARLY","B","BLAKELY"
"EARLY","A","ARLINGTON"
"CALHOUN","5","ARLINGTON"
"DECATUR","1805","WEST BAINBRIDGE"
"DECATUR","514","BAINBRIDGE-FAIRGROUNDS"
"DECATUR","1277","MT. PLEASANT"
"MITCHELL","HF","HOPEFUL"
"BAKER","A","ANNA"
"BAKER","H","HOGGARDS MILL"
"BAKER","E","ELMODEL"
"GRADY","H","HIGDON"
"GRADY","W","WHIGHAM"
"GRADY","R","RAGAN"
"GRADY","D","DUNCANVILLE"
"GRADY","C04","Cairo 4th District"
"GRADY","M","MIDWAY"
"GRADY","C05","Cairo 5th District"
"GRADY","WL","WOODLAND"
"GRADY","P","PINE PARK"
"THOMAS","113","METCALFE"
"THOMAS","107","FIRE STATION #2"
"THOMAS","109","HARPER"
"THOMAS","105","DOUGLASS"
"THOMAS","119","RESOURCE CENTER"
"THOMAS","110","Jerger"
"THOMAS","120","Scott"
"THOMAS","118","REMINGTON ESC"
"THOMAS","114","NEW COVENANT"
"THOMAS","108","GATLIN CREEK"
"THOMAS","103","CENTRAL"
"GRADY","SH","SPRING HILL"
"WAYNE","1A","ODUM"
"APPLING","2","2"
"APPLING","3A1","3A1"
"TATTNALL","9","DISTRICT V"
"WAYNE","2A","SCREVEN"
"WAYNE","2C","EMPIRE"
"WAYNE","2D","RED HILL"
"WAYNE","1C","OGLETHORPE"
"WAYNE","5B","REC CENTER"
"WAYNE","4B","PINE STREET"
"WAYNE","5A","UNITY"
"WAYNE","4A","VFW"
"WAYNE","3A","ALTAMAHA"
"WAYNE","1B","MADRAY SPRINGS"
"LONG","6","ALMA FLOURNOY"
"LONG","1","Breads Creek"
"TOOMBS","39","39 NEWBRANCH"
"TOOMBS","15361","15361 LYONS"
"TATTNALL","10","SHILOH"
"TATTNALL","5","DISTRICT II"
"TATTNALL","3","COLLINS"
"EMANUEL","0058","STILLMORE"
"TATTNALL","1","COBBTOWN"
"CANDLER","CAND","JSCC"
"TATTNALL","8","DISTRICT IV"
"TATTNALL","4","MANASSAS"
"TATTNALL","7","EAST GLENNVILLE"
"EVANS","11","Veterans Community Center"
"BULLOCH","8","SINKHOLE"
"BULLOCH","9","REGISTER"
"BULLOCH","11","STATESBORO"
"LAURENS","21","SMITH"
"LAURENS","11","BREWTON"
"JOHNSON","1266","SMITH"
"JOHNSON","1201","WRIGHTSVILLE"
"WASHINGTON","91","HARRISON"
"WASHINGTON","1488","TENNILLE"
"WASHINGTON","97","SANDERSVILLE"
"WASHINGTON","1253","RIDDLEVILLE"
"WASHINGTON","94","DAVISBORO"
"EMANUEL","1748","ADRIAN"
"JOHNSON","55","KITE"
"EMANUEL","0053","SWAINSBORO"
"EMANUEL","1208","BLUNDALE"
"JEFFERSON","0085","BARTOW"
"JEFFERSON","0083","WADLEY"
"EMANUEL","0052","CROSS-GREEN"
"JEFFERSON","0082","LOUISVILLE"
"WASHINGTON","1350","WARTHEN"
"HANCOCK","4C","SPARTA 4C"
"GLASCOCK","EDGH","EDGEHILL"
"GLASCOCK","MITC","MITCHELL"
"GLASCOCK","GIBS","GIBSON"
"LOWNDES","018","LAKE PARK"
"LOWNDES","017","Dasher City Hall"
"LOWNDES","010","LOWNDES CIVIC"
"LOWNDES","011","Naylor Community Center"
"ECHOLS","1058","STATENVILLE"
"CLINCH","D","DUPONT"
"LOWNDES","003","Hahira Community Center"
"LOWNDES","002","Historical Society"
"LOWNDES","006","Trinity Church"
"COOK","C","CECIL"
"COOK","DB","DELLE BEAMGUARD"
"BERRIEN","1144","RAY CITY"
"LOWNDES","007","Nazarene Church"
"LOWNDES","004","Pine Grove Church"
"BERRIEN","11062","WEST BERRIEN"
"BERRIEN","1642","ENIGMA"
"BERRIEN","1157","NASHVILLE"
"BERRIEN","518","ALAPAHA"
"LANIER","1","LAKELAND"
"CLINCH","AB","ARABIA"
"COFFEE","3","BRIDGETOWN"
"ATKINSON","0003","WILLACOOCHEE"
"ATKINSON","0001","PEARSON COUNTY"
"ATKINSON","0004","PEARSON CITY"
"CLINCH","F","FARGO"
"CLINCH","H","HOMERVILLE"
"CLINCH","AG","ARGYLE"
"ATKINSON","0002","AXSON"
"WARE","408","408 - Millwood Baptist Church"
"WARE","407","407 - Manor Commmunity Center"
"WARE","304","304 - Ware BoE Learning Center"
"WARE","400","400 - Second Baptist Church"
"WARE","409","409 - Waresboro Church of God"
"WARE","404","404 - Bickley UM Church"
"WARE","405","405 - Haywood Baptist Church"
"WARE","300","300 - Ware BoE Transportation"
"WARE","406","406 - Jamestown Baptist Church"
"WARE","200B","200B - City Auditorium"
"WARE","100","100 - City Auditorium"
"WARE","200A","200A - Memorial Stadium"
"PIERCE","0001","HACKLEBARNEY/CASON"
"PIERCE","4D","SUNSET/SWEAT"
"CHARLTON","3B","GA BEND"
"CHARLTON","3S","ST. GEORGE"
"CHARLTON","5R","RACEPOND"
"CHARLTON","2","FOLKSTON"
"CHARLTON","4H","HOMELAND"
"CAMDEN","04","BROWNTOWN"
"BRANTLEY","1","HOBOKEN"
"PIERCE","0002","BLACKSHEAR"
"PIERCE","3A","ST. JOHNS/BLACKSHEAR"
"GLYNN","5913","CPM"
"GLYNN","4933","THE"
"GLYNN","2953","JI"
"GLYNN","2943","SSSI"
"GLYNN","2933","CSSI"
"GLYNN","4913","BAL"
"GLYNN","3723","SEB"
"GLYNN","3713","COG"
"GLYNN","3743","NGLY"
"GLYNN","4923","NSB"
"GLYNN","3733","GICCA"
"GLYNN","2713","NSSI"
"MCINTOSH","271","NORTH DARIEN"
"MCINTOSH","1312","SAPELO ISLAND"
"LONG","7","FAITH BAPTIST ANNEX"
"LONG","5","TIBET"
"LONG","2","Rye Patch_Oak Dale"
"LONG","4","NORTH LUDOWICI"
"LONG","3","SOUTH LUDOWICI"
"LIBERTY","7","GUM BRANCH"
"LIBERTY","4","VICTORY BAPTIST"
"LIBERTY","10","Lyman Hall"
"LIBERTY","9","PROGRESSIVE CHURCH"
"LIBERTY","12","Memorial Dr"
"LIBERTY","14","TOWN OF ALLENHURST"
"LIBERTY","11","Lewis Frasier"
"LIBERTY","13","Performing Arts CTR"
"LIBERTY","2","HINESVILLE"
"MCINTOSH","1771","DARIEN"
"LIBERTY","1","Riceboro"
"MCINTOSH","1515","CRESCENT"
"MCINTOSH","22","SOUTH NEWPORT"
"LIBERTY","6","FLEMING EAST"
"BRYAN","7","New Life"
"BRYAN","10","DANIELSIDING"
"BRYAN","4","FIRST BAPTIST CHURCH"
"BRYAN","9","BRYAN COUNTY ADMIN BLDG"
"BRYAN","5","RH REC COMPLEX"
"BRYAN","6","John Stevens Wetland Ctr"
"BULLOCH","7","NEVILS"
"BRYAN","1","HARN COMMUNITY CENTER"
"BULLOCH","6","BAY"
"BULLOCH","10","EMIT"
"BULLOCH","4","BROOKLET"
"BULLOCH","13","FAIR"
"BULLOCH","15","PITTMAN PARK"
"BULLOCH","14","CHURCH"
"BULLOCH","3","HAGIN"
"BULLOCH","5","STILSON"
"BULLOCH","16","LEEFIELD"
"null","null","null"
"BRYAN","2","CHRIST BAPTIST CHURCH"
"BRYAN","3","BLACK CREEK"
"CHATHAM","6-11C","6-11C COASTAL GA BOTANICAL GARDENS"
"CHATHAM","7-09C","7-09C COMPASSION CHRISTIAN, HENDERSON"
"CHATHAM","7-08C","7-08C BLOOMINGDALE COMM CTR"
"CHATHAM","7-16C","7-16C Pooler Recreation Center Gymnasium"
"CHATHAM","7-12C","7-12C West Chatham Baptist Church"
"EFFINGHAM","1C","1C"
"EFFINGHAM","1D","1D"
"EFFINGHAM","1A","1A"
"EFFINGHAM","2A","2A"
"EFFINGHAM","2D","2D"
"EFFINGHAM","1B","1B"
"EFFINGHAM","3D","3D"
"EFFINGHAM","3A","3A"
"EFFINGHAM","3E","3E"
"EFFINGHAM","4B","4B"
"EFFINGHAM","4C","4C"
"EFFINGHAM","3C","3C"
"EFFINGHAM","3B","3B"
"LIBERTY","3","LIBERTY COUNTY COMPLEX"
"BRYAN","8","NEW BEGINNINGS"
"CHATHAM","6-09C","6-09C Trinity Lutheran Church"
"CHATHAM","6-03C","6-03C Crusader Comm Center"
"CHATHAM","6-05C","6-05C WINDSOR HALL"
"CHATHAM","6-10C","6-10C GEORGETOWN ELEMENTARY"
"CHATHAM","4-13C","4-13C Skidaway Community Church"
"CHATHAM","6-02C","6-02C WINDSOR FOREST BAPTIST"
"CHATHAM","1-16C","1-16C FERGUSON AVE BAPTIST"
"CHATHAM","6-01C","6-01C White Bluff Presbyterian"
"CHATHAM","1-13C","1-13C THE SANCTUARY"
"CHATHAM","1-14C","1-14C St. Luke United Methodist Church"
"CHATHAM","1-10C","1-10C St Thomas Episcopal Church"
"CHATHAM","4-14C","4-14C Skidaway Island Methodist Church"
"CHATHAM","4-12C","4-12C ST PETERS EPISCOPAL"
"CHATHAM","4-10C","4-10C Burke Day Public Safety BLDG"
"CHATHAM","7-14C","7-14C COASTAL CATHEDRAL"
"CHATHAM","7-10C","7-10C Progressive Rec Center"
"CHATHAM","7-06C","7-06C 1st Baptist Church of Pooler"
"CHATHAM","7-13C","7-13C SOUTHSIDE FIRE TRNG CTR"
"CHATHAM","8-03C","8-03C SILK HOPE BAPTIST CHURCH"
"CHATHAM","6-08C","6-08C Christ Memorial Baptist Church"
"CHATHAM","5-06C","5-06C SEED CHURCH"
"CHATHAM","5-07C","5-07C ELKS LODGE"
"CHATHAM","5-08C","5-08C Savannah Primitive BC"
"CHATHAM","5-11C","5-11C Largo-Tibet Elementary"
"CHATHAM","8-13C","8-13C Savannah Christian"
"CHATHAM","7-11C","7-11C Savannah Fire Station 14"
"CHATHAM","7-05C","7-05C Woodlawn Baptist Church"
"CHATHAM","8-12C","8-12C Beach High School"
"CHATHAM","8-15C","8-15C Cooper Center"
"CHATHAM","7-07C","7-07C Rothwell Baptist Church"
"CHATHAM","8-16C","8-16C Mighty 8th Museum"
"CHATHAM","7-11C","7-11C Savannah Fire Station 14"
"CHATHAM","8-17C","8-17C Georgia Tech Savannah Campus"
"CHATHAM","8-18C","8-18C Savannah First 7th Day Adv Church"
"EFFINGHAM","2B","2B"
"CHATHAM","7-15C","7-15C RICE CREEK SCHOOL"
"CHATHAM","7-01C","7-01C First Baptist Church of Garden City"
"CHATHAM","7-03C","7-03C PB Edwards Gym"
"CHATHAM","7-04C","7-04C Lake Shore Comm Ctr"
"CHATHAM","6-06C","6-06C THE LIGHT CHURCH"
"CHATHAM","1-09C","1-09C Immanuel Baptist Church"
"CHATHAM","5-05C","5-05C Liberty City Comm Ctr"
"CHATHAM","5-10C","5-10C Jonesville Baptist Church"
"CHATHAM","1-06C","1-06C Central Church of Christ"
"CHATHAM","1-08C","1-08C Grace United Methodist Church"
"CHATHAM","3-14C","3-14C OGLETHORPE CHARTER ACADEMY"
"CHATHAM","3-11C","3-11C SOUTHSIDE BAPTIST CHURCH"
"CHATHAM","1-05C","1-05C JEA Building"
"CHATHAM","1-01C","1-01C First Presbyterian Church"
"CHATHAM","2-11C","2-11C OASIS OF HOPE"
"CHATHAM","3-09C","3-09C THE CONNEXION CHURCH"
"CHATHAM","3-08C","3-08C JENKINS HIGH SCHOOL"
"CHATHAM","3-10C","3-10C BIBLE BAPTIST CHURCH"
"CHATHAM","2-09C","2-09C SALVATION ARMY"
"CHATHAM","8-11C","8-11C Butler Elementary"
"CHATHAM","8-10C","8-10C Carver Heights Comm Ctr"
"CHATHAM","5-03C","5-03C Butler Presbyterian Church"
"CHATHAM","8-06C","8-06C Tompkins Rec Center"
"CHATHAM","5-02C","5-02C Senior Citizens Center"
"CHATHAM","8-05C","8-05C W Broad St YMCA"
"CHATHAM","8-08C","8-08C Resur of Our Lord Church"
"CHATHAM","8-09C","8-09C Moses Jackson Center"
"CHATHAM","2-12C","2-12C WILLIAMS COURT APTS"
"CHATHAM","8-02C","8-02C HELLENIC CENTER"
"CHATHAM","2-05C","2-05C Holy Spirit Lutheran Church"
"CHATHAM","3-02C","3-02C TEMPLE MICKVE ISRAEL"
"CHATHAM","2-03C","2-03C W W LAW CENTER"
"CHATHAM","2-04C","2-04C Fellowship of Love Church"
"CHATHAM","2-07C","2-07C Christ Community Church"
"CHATHAM","2-02C","2-02C RIVER POINTE"
"GWINNETT","130","SUWANEE D"
"FORSYTH","07","07 CUMMING"
"FORSYTH","47","47 RIVERCLUB"
"FORSYTH","08","08 MASHBURN"
"GWINNETT","105","SUGAR HILL F"
"GWINNETT","141","SUGAR HILL G"
"GWINNETT","025","SUGAR HILL B"
"GWINNETT","089","SUGAR HILL E"
"GWINNETT","054","SUGAR HILL C"
"FORSYTH","16","16 OTWELL"
"FORSYTH","05","05 COAL MOUNTAIN"
"FORSYTH","06","06 CROSSROADS"
"GWINNETT","024","SUGAR HILL A"
"GWINNETT","055","SUGAR HILL D"
"GWINNETT","102","PUCKETTS B"
"HALL","007","ROBERTS"
"HALL","006","FLOWERY BRANCH II"
"GWINNETT","009","PUCKETTS A"
"GWINNETT","135","PUCKETTS C"
"HALL","029","FRIENDSHIP II"
"HALL","005","FLOWERY BRANCH I"
"HALL","031","FRIENDSHIP IV"
"HALL","030","FRIENDSHIP III"
"FORSYTH","44","44 LANIER"
"FORSYTH","04","04 CHESTATEE"
"FORSYTH","42","42 KEITH BRIDGE"
"HALL","004","OAKWOOD II"
"HALL","003","OAKWOOD I"
"HALL","001","WILSON"
"HALL","018","FORK"
"DAWSON","03","EAST"
"HALL","017","CHESTATEE"
"HALL","016","BARK CAMP"
"LUMPKIN","DA","DAHLONEGA"
"MURRAY","1291","SOUTHWEST"
"WHITFIELD","ES","ES"
"WHITFIELD","FI","FI"
"WHITFIELD","GL","GL"
"WHITFIELD","NI","NI"
"GWINNETT","098","GOODWINS F"
"GWINNETT","142","SUWANEE F"
"GWINNETT","100","SUWANEE B"
"GWINNETT","030","CATES C"
"GWINNETT","010","CATES A"
"GWINNETT","081","CATES L"
"GWINNETT","156","BAYCREEK J"
"GWINNETT","041","BAYCREEK B"
"GWINNETT","134","BAYCREEK F"
"GWINNETT","094","CATES N"
"GWINNETT","005","BAYCREEK A"
"GWINNETT","143","LAWRENCEVILLE L"
"GWINNETT","061","LAWRENCEVILLE E"
"GWINNETT","153","LAWRENCEVILLE N"
"GWINNETT","016","LAWRENCEVILLE B"
"GWINNETT","078","BAYCREEK K"
"GWINNETT","015","LAWRENCEVILLE A"
"GWINNETT","108","BAYCREEK E"
"GWINNETT","145","BAYCREEK G"
"WALTON","421","LOGANVILLE SOUTH"
"GWINNETT","146","BAYCREEK H"
"GWINNETT","091","BAYCREEK D"
"GWINNETT","147","BAYCREEK I"
"GWINNETT","080","BAYCREEK C"
"GWINNETT","090","LAWRENCEVILLE I"
"GWINNETT","085","LAWRENCEVILLE H"
"GWINNETT","132","LAWRENCEVILLE K"
"GWINNETT","060","LAWRENCEVILLE D"
"GWINNETT","042","LAWRENCEVILLE C"
"GWINNETT","070","GOODWINS B"
"GWINNETT","026","HOG MOUNTAIN A"
"GWINNETT","031","HOG MOUNTAIN D"
"GWINNETT","136","HOG MOUNTAIN C"
"GWINNETT","067","PUCKETTS E"
"GWINNETT","071","LAWRENCEVILLE F"
"GWINNETT","144","LAWRENCEVILLE M"
"GWINNETT","027","HOG MOUNTAIN B"
"GWINNETT","003","DACULA"
"GWINNETT","152","ROCKYCREEK C"
"GWINNETT","137","ROCKYCREEK B"
"GWINNETT","154","PUCKETTS D"
"GWINNETT","008","DUNCANS A"
"GWINNETT","013","DUNCANS C"
"FULTON","RW09A","RW09A"
"FULTON","ML01B","ML01B"
"CHEROKEE","028","MOUNTAIN ROAD"
"FULTON","RW19","RW19"
"FULTON","ML01C","ML01C"
"FULTON","AP04A","AP04A"
"FULTON","ML01A","ML01A"
"CHEROKEE","003","AVERY"
"FULTON","AP04B","AP04B"
"FULTON","AP06","AP06"
"FULTON","AP07C","AP07C"
"FULTON","ML02B","ML02B"
"FULTON","ML03A","ML03A"
"FULTON","AP10","AP10"
"FULTON","AP07A","AP07A"
"CLARKE","3B","3B"
"CLARKE","2A","2A"
"GWINNETT","039","DUNCANS D"
"HALL","028","FRIENDSHIP I"
"HALL","008","MORGAN I"
"HALL","009","MORGAN II"
"HALL","002","CHICOPEE"
"HALL","023","GAINESVILLE III"
"HALL","024","GAINESVILLE IV"
"HALL","025","GAINESVILLE V"
"HALL","010","CANDLER"
"HALL","021","GAINESVILLE I"
"HALL","022","GAINESVILLE II"
"JACKSON","3000","WEST JACKSON"
"JACKSON","1000","CENTRAL JACKSON"
"HALL","011","TADMORE"
"HALL","012","GLADE"
"HALL","026","GILLSVILLE"
"HALL","020","WEST WHELCHEL"
"HALL","027","BIG HICKORY"
"HALL","019","WHELCHEL"
"HALL","015","QUILLIANS"
"WHITE","081","SHOAL CREEK"
"HALL","014","CLERMONT"
"HALL","013","LULA"
"WHITE","041","MOSSY CREEK"
"WHITE","111","WHITE CREEK"
"JACKSON","2000","NORTH JACKSON"
"BANKS","0008","GROVE RIVER"
"BANKS","0001","ANDERSON"
"BANKS","0010","HOMER"
"BANKS","0004","BUSHVILLE"
"BANKS","0006","DAVIDS"
"BANKS","0011","POPLAR SPRINGS"
"BANKS","0007","GOLDEN HILL"
"BANKS","0002","BALDWIN"
"HABERSHAM","06","MUD CREEK"
"HABERSHAM","03","DEMOREST"
"HABERSHAM","02","HABERSHAM SOUTH"
"HABERSHAM","04","TOWN OF MOUNT AIRY"
"BANKS","0003","BERLIN"
"BANKS","0009","HOLLINGSWORTH"
"BANKS","0012","WASHINGTON"
"BANKS","0005","COLUMBIA"
"BANKS","0013","WILMONTS"
"COBB","AD01","ADDISON 01"
"COBB","SI01","SIMPSON 01"
"COBB","LA01","LASSITER 01"
"COBB","KL01","KELL 01"
"COBB","RM01","ROCKY MOUNT 01"
"COBB","EA02","EASTSIDE 02"
"COBB","SO01","SOPE CREEK 01"
"COBB","FP01","FULLERS PARK 01"
"COBB","SM01","SEWELL MILL 01"
"COBB","MD01","MURDOCK 01"
"COBB","MT04","Mt. Bethel 04"
"COBB","EA01","EASTSIDE 01"
"COBB","DC01","DICKERSON 01"
"COBB","DO01","DODGEN 01"
"COBB","CR01","CHESTNUT RIDGE 01"
"COBB","RW02","ROSWELL 02"
"COBB","SA01","SANDY PLAINS 01"
"COBB","PP01","POPE 01"
"COBB","MB01","MABRY 01"
"COBB","DV01","DAVIS 01"
"COBB","GM01","GARRISON MILL 01"
"COBB","PO01","POST OAK 01"
"COBB","HT01","HIGHTOWER 01"
"COBB","SF01","SHALLOWFORD FALLS 01"
"COBB","WL01","WILLEO 01"
"BARTOW","08","EUHARLEE"
"BARTOW","11","MISSION ROAD"
"BARTOW","18","WOODLAND"
"BARTOW","04","CARTERSVILLE WEST"
"BARTOW","17","HAMILTON CROSSING"
"BARTOW","05","CASSVILLE"
"BARTOW","07","EMERSON"
"BARTOW","03","CARTERSVILLE EAST"
"BARTOW","16","ZENA DRIVE"
"BARTOW","02","ALLATOONA"
"BARTOW","06","CENTER"
"BARTOW","15","WHITE"
"GORDON","856","LILY POND"
"BARTOW","09","FOLSOM"
"GORDON","1056","SONORAVILLE"
"GORDON","973","RED BUD"
"GORDON","1063","PINE CHAPEL"
"BARTOW","12","PINE LOG"
"GORDON","874","FAIRMOUNT"
"GORDON","1235","OAKMAN"
"CHEROKEE","006","BELLS"
"CHEROKEE","029","OAK GROVE"
"CHEROKEE","023","KELLOGG"
"CHEROKEE","040","VICTORIA"
"CHEROKEE","011","CARMEL"
"CHEROKEE","016","DIXIE"
"CHEROKEE","032","ROSECREEK"
"CHEROKEE","021","HILLSIDE"
"CHEROKEE","007","BOOTH"
"CHEROKEE","005","BASCOMB"
"CHEROKEE","034","SIXES"
"CHEROKEE","009","BRIDGEMILL"
"CHEROKEE","035","SUTALLEE"
"CHEROKEE","041","WALESKA"
"CHEROKEE","012","WOODSTOCK"
"CHEROKEE","015","DEER RUN"
"CHEROKEE","044","NEESE"
"GORDON","1055","PLAINVILLE"
"BARTOW","01","ADAIRSVILLE"
"FLOYD","001","ALTO PARK"
"FLOYD","076","MT ALTO SOUTH"
"FLOYD","050","GARDEN LAKES"
"FLOYD","075","MT ALTO NORTH"
"CHATTOOGA","1484","LYERLY"
"CHATTOOGA","925","SUMMERVILLE"
"CHATTOOGA","870","TRION"
"FLOYD","115","TEXAS VALLEY"
"CHATTOOGA","940","DIRTTOWN"
"FLOYD","135","WEST LINDALE"
"FLOYD","065","EAST LINDALE"
"FLOYD","060","HOWELL"
"FLOYD","025","CHULIO"
"FLOYD","110","SOUTH ROME"
"FLOYD","090","EAST ROME"
"FLOYD","105","NORTH ROME"
"FLOYD","140","TOWN ROME"
"FLOYD","085","RIVERSIDE"
"FLOYD","055","GLENWOOD"
"FLOYD","030","ETOWAH"
"BARTOW","14","TAYLORSVILLE"
"BARTOW","10","KINGSTON"
"FLOYD","010","ARMUCHEE"
"FLOYD","040","FLOYD SPRINGS"
"FLOYD","130","WATTERS"
"CHATTOOGA","1382","HAYWOOD"
"CHATTOOGA","962","SUBLIGNA"
"FLOYD","035","EVERETT SPRINGS"
"GORDON","849-B","CALHOUN CITY"
"GORDON","849-A","GORDON COUNTY"
"GORDON","1064","OOSTANAULA"
"GORDON","1054","SUGAR VALLEY"
"FULTON","ML04","ML04"
"FULTON","AP07B","AP07B"
"FULTON","ML02A","ML02A"
"CHEROKEE","038","UNION HILL"
"FULTON","ML03","ML03"
"FULTON","ML07A","ML07A"
"CHEROKEE","027","MACEDONIA"
"CHEROKEE","004","BALL GROUND"
"CHEROKEE","020","HIGHTOWER"
"CHEROKEE","018","FREEHOME"
"FULTON","ML06A","ML06A"
"FULTON","AP12D","AP12D"
"FULTON","AP12B","AP12B"
"FULTON","ML05","ML05"
"FULTON","ML06B","ML06B"
"FULTON","AP05","AP05"
"FORSYTH","02","02 BRANDYWINE"
"FULTON","ML07B","ML07B"
"FORSYTH","41","41 GRASSLAND"
"FORSYTH","10","10 MIDWAY"
"FULTON","AP09B","AP09B"
"FULTON","JC04C","JC04C"
"FORSYTH","01","01 BIG CREEK"
"FORSYTH","21","21 SOUTH FORSYTH"
"FORSYTH","34","34 FOWLER"
"FORSYTH","46","46 SAWMILL BRANCH"
"FORSYTH","38","38 DAVES CREEK"
"FORSYTH","43","43 LAKELAND"
"FORSYTH","40","40 WEST FORSYTH"
"FORSYTH","15","15 HEARDSVILLE"
"FORSYTH","49","49 CHEATAM CREEK"
"FORSYTH","45","45 MOUNTAINSIDE"
"FORSYTH","27","27 CONCORD"
"PICKENS","6","NELSON"
"CHEROKEE","014","CONNS CREEK"
"PICKENS","1","YELLOW CREEK"
"PICKENS","10","SHARPTOP"
"DAWSON","02","CENTRAL"
"DAWSON","01","WEST"
"FORSYTH","39","39 MATHIS"
"FORSYTH","36","36 NICHOLS"
"FORSYTH","25","25 WINDERMERE"
"COBB","PF01","POWERS FERRY 01"
"FULTON","08F2","08F2"
"FULTON","08E","08E"
"COBB","VG04","VININGS 04"
"COBB","VG01","VININGS 01"
"FULTON","09F","09F"
"FULTON","08N2","08N2"
